140607	Thirty years after defeating the Galactic Empire, Han Solo and his allies face a new threat from the evil Kylo Ren and his army of Stormtroopers.
105864	An epic journey into the world of dinosaurs where an Apatosaurus named Arlo makes an unlikely human friend.
347969	When his long-lost outlaw father returns, Tommy "White Knife" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.
281957	In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.
312221	The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.
227973	Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.
273248	Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.
205775	In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.
309809	Based on the best-seller book 'The Little Prince', the movie tells the story of a little girl that lives with resignation in a world where efficiency and work are the only dogmas. Everything will change when accidentally she discovers her neighbor that will tell her about the story of the Little Prince that he once met.
365348	A young woman's birthright hides a dark secret.
257088	A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, "Point Break".
258480	In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.
274479	A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.
287903	A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.
274167	The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.
321741	A look at how American football players suffer from major head injuries and life-long debilitating problems as a result of repeated concussions and efforts by the National Football League to deny it.
258509	Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.
370665	The most painful goodbyes are the ones that are never said and never explained. The film is a story about Raj and Meera and their enchanting relationship that travels through years of hatred for each each other. Set in a vicious and violent environment, Raj and Meera deal with the conflict between their respective families and the repercussions of merciless violence between them. Not all love stories are destined to have happy endings. But as it is rightfully said that “every end has a new beginning” Raj and Meera’s story make us believe that love is a force more formidable than any other. It is invisible and cannot be seen or measured, yet it is powerful enough to transform you in a moment and offer you peace to overcome the most unforgettable memory of your life.
299824	At the beginning of the 1990s, famous tomb explorer Hu Bayi decided to retire and move to the United States with his fiancée Shirley. But before his wedding, Bayi discovers his first love Ding Shitian, who supposedly had died in the "One Hundred Cave" 20 years ago, is actually still alive. Together with Shirley and his old exploration partner, Bayi unravels a terrible millennium-old secret...
266294	Two disconnected sisters are summoned to clean out their childhood bedrooms before their parents sell their family home.
318846	The men who made millions from a global economic meltdown.
366018	"A Christmas Melody" revolves around Kristin, a beautiful, stylish divorcee who is a talented clothing designer and her young daughter. Kristin has just had to close her small Manhattan boutique to return to her Ohio home town and live in her parents' former home. It's an adjustment for Kristin and Emily - especially when she runs into her former high school rival Melissa.
314388	Jia’s first feature shot outside his native China is a generations-spanning drama that unfolds in three parts, set in the 1990s, the present day and 2025, respectively.
362045	The tale of romance between an Indian General, Peshwa Baji Rao I &amp; his second wife, Mastani.
372631	The holiday season gets extra chilly as Loki and the frost giant Ymir plot to conquer the world. Marvel heroes Iron Man, Captain America, Hulk, Thor and others must stop the villains from stealing Santa's power – if anyone can actually find the mysterious Mr. Claus. Fortunately, Rocket Raccoon and Groot are also hot on Santa's trail. Heroes, villains, elves and cosmic bounty hunters collide in an epic quest that leaves the fate of the holiday and the world in the balance.
270774	A detective from Hong Kong teams up with an American gambler to battle against a notorious Chinese criminal.
361403	A comedy directed by Julia von Heinz.
371827	When Lady Pagwell dies, leaving a legacy to fund local inventing, Professor Branestawm thinks his money troubles are over. But scheming councillor Haggerstone insists  an inventing contest be held to decide who gets the cash.
371822	Comedy drama about the beginnings of Jimmy Perry and David Croft's writing partnership and their struggles  to get Dad's Army on the screen in 1968.
369054	Jules has just inherited a quaint Christmas tree farm bequeathed her by her grandmother. This is good news, since she plans to sell it and use the profits to buy her dream home in the city. The farm needs a bit of sprucing up, but Jules is a natural fixer so she’ll have it cleaned up in no time to impress buyers and be out by Christmas. But the longer Jules stays on the farm and the more she learns how important Christmas Land has been to so many families, the more Jules starts to question her motives to sell.  And when the perfect buyer turns out to have ulterior motives for the farm, Jules must do whatever it takes to save Christmas Land.
373321	On the 6th December 1995, three Essex gang members were brutally murdered in cold blood. It’s now early 1997 and whoever killed the three men have yet to be brought to justice. An associate of the men, still mourning the loss of his friends, is convinced that it’s only a matter of time before he’s next. For him, the only way out is to go back in and work his way back up the criminal ladder. The higher he gets, the more violent the jobs become, his quest for power turning into an obsession. With life and family on the line can he hold his nerve together one last time in order to get out alive?
293646	Based on a true story about the collapse at the mine in San Jose, Chile that  left 33 miners isolated underground for 69 days.
367778	Gethu is an upcoming Tamil action crime thriller written and directed by Thirukumaran, starring Udhayanidhi Stalin and Amy Jackson in the leading roles.
369819	Sowkarpettai is an upcoming Tamil horror film directed by Vadivudaiyan, starring Srikanth and Lakshmi Rai in the leading roles.
359538	
371029	
366566	
373534	Popular musical The Sound of Music is brought to life on soundstages at London's Three Mills Studio, in a live TV dramatisation of the timeless story of Maria and the von Trapp family.
373558	Taylor delivers the concert event of the year. Filmed at Sydney's ANZ Stadium in front of 76,000 fans, The 1989 World Tour - Live captures the excitement and energy of the hottest pop star in the world. Filled with great music, an electrifying stage show, and superstar guest appearances, the concert film is only on Apple Music.
357940	Many years ago Mr. Six was a notorious gangster. That was back when there was still such a thing as honour among thieves, when criminals earned respect and maintained principles. These days Mr. Six is all but forgotten, a living relic residing in a narrow alley.  One day Six's son, Xiaobo, is abducted by some spoiled punks after he scratches their precious Ferrari. Mr. Six realizes that he must do whatever it takes to get his son back — even if that means returning to the life he thought he had left behind.
367778	Gethu is an upcoming Tamil action crime thriller written and directed by Thirukumaran, starring Udhayanidhi Stalin and Amy Jackson in the leading roles.
369819	Sowkarpettai is an upcoming Tamil horror film directed by Vadivudaiyan, starring Srikanth and Lakshmi Rai in the leading roles.
359538	
371029	
366566	
373534	Popular musical The Sound of Music is brought to life on soundstages at London's Three Mills Studio, in a live TV dramatisation of the timeless story of Maria and the von Trapp family.
373558	Taylor delivers the concert event of the year. Filmed at Sydney's ANZ Stadium in front of 76,000 fans, The 1989 World Tour - Live captures the excitement and energy of the hottest pop star in the world. Filled with great music, an electrifying stage show, and superstar guest appearances, the concert film is only on Apple Music.
357940	Many years ago Mr. Six was a notorious gangster. That was back when there was still such a thing as honour among thieves, when criminals earned respect and maintained principles. These days Mr. Six is all but forgotten, a living relic residing in a narrow alley.  One day Six's son, Xiaobo, is abducted by some spoiled punks after he scratches their precious Ferrari. Mr. Six realizes that he must do whatever it takes to get his son back — even if that means returning to the life he thought he had left behind.
373951	
365966	
369823	Hello Naan Pei Pesuren is an Indian horror-comedy film written and directed by S. Baskar and produced by Sundar C., under the banner Avni Cine Makers. Music composed by Siddharth Vipin, cinematography handled by Gopi Amarnath and editing done by N. B. Srikanth. Vaibhav is playing male lead. Oviya and Aishwarya Rajesh are the two female leads. VTV Ganesh and Karunakaran are also doing key roles. According to the plot, the hero interacts with a ghost-spirit when he accidentally finds a ‘Horror-filled’ mobile phone.
373976	The Nameless Grad Student and his group must travel to an important academic conference and square off against a rival group as they compete for results and grant money. Meanwhile, Cecilia's advisor is going on sabbatical, which means she has to finish writing her thesis or be stuck in grad school another year.
364877	David Helfgott says what he thinks, plays what he feels and touches in the truest sense of the word. The Oscar winning film SHINE was inspired by his life story and brought him world fame. In 1970 the Australian child prodigy pianist suffered a nervous breakdown. He spent 11 years in mental institutions. In HELLO I AM DAVID we embark on a journey to discover not only the concert pianist, but also experience his unique view on our world: a world of love, wonder and wisdom.
373784	Mia, a celebrated writer of romantic-comedy films, is at a turning point in her life which makes it difficult for her to believe that love could last. Everything comes to a head when Ethan returns, only for her to find out that he has become a cynic of lasting love because she broke his heart.
373786	Nilalang tackles the underbelly of corrupt Philippine cops with the Japanese 'Yakuza' and its links to a centuries’ old curse that may be responsible for the spate of serial killings happening in Manila.
373778	Story about five people who wanted something so badly that they’ll do anything, even to deal with the devil. As they finally get what they want, no one has mentioned that their dream will cost them their lives.
370687	Marek tracks down the Necromancer for a final showdown for the Darkspore.
370729	Yellow Day chronicles a young man's life-changing and inspirational journey through the mysterious Yellow Day. To many, the Yellow Day is simply a fun day celebrating outreach at a kid's camp, but to some, God bestows visions and miracles, transforming their lives. For this young man, the Yellow Day becomes an imaginative adventure: showing him true heroes, challenging him to face his fears, find love, and inviting him to accept grace, so that he can be shaped into who he is meant to be.
372272	In the sequel to the unscripted tour-de-force 'The Family,' Father Florya spends Christmas Eve conversing with a corpse, warding off his enemies, and doing his best, as always, to protect his children. 'The Family: Tarmouth' explodes with raucous humor, gut-wrenching violence and a forceful performance from writer/director Micaiah Beasley.
336587	
306819	The story of Danish painter Einar Wegener, one of the first recipients of gender reassignment surgery.
364067	Bill Murray worries no one will show up to his TV show due to a massive snowstorm in New York City. Through luck and perseverance, guests arrive at Gotham’s Carlyle Hotel to help him — dancing and singing in holiday spirit.
373785	
78850	Vettai Mannan (English: Hunting King) is an upcoming Tamil action-thriller film written and directed by debutante director Nelson.
370646	Enjoy a special cinema presentation of Sherlock featuring exclusive extras including a guided set tour of 221B Baker Street hosted by Co-Writer Steven Moffat and a “making of” short feature starring Benedict Cumberbatch, Martin Freeman, and the makers of Sherlock!  Fathom Events and BBC Worldwide are thrilled to bring Sherlock: The Abominable Bride to the big screen for a special two-night event on Tuesday, January 5 at 7:30pm (local time) and again on Wednesday, January 6 at 7:30 p.m. local time.
373798	
364023	Pasanga 2:Haiku is a 2015 Indian Tamil children's film directed by Pandiraj. The film, starring three children—Kavin, Nayana and Abhiman, all newcomers—alongside Karthik Kumar, Bindu Madhavi, Ramdoss and Vidya Pradeep, is produced by Suriya, who also appears in a cameo role along with Amala Paul.The film will mark Pandiraj's last of the 'trilogy for children', following Pasanga and Marina. The film was dubbed into telugu as Memu.
371624	
373536	YouTube personalities Joe Sugg and Caspar Lee go on a road trip driving all around Europ
315056	
287861	A homeless man wanders the lands in search of revenge for the murder of his son at the hands of an unknown gang. Upon arriving in a new town he finds himself trapped in a city drowning in chaos, its people firmly in the grasp of a ruthless crime boss peddling the mind-bending drug, "El Ultimo Aire." This man is a legend, a hit man, the killer of killers and the people call him "Toro Loco." He fights punks, crack-heads and tough guys with his trademark shooter, a Smith &amp; Wesson 34-1, but you take that away from him and it doesn't matter. Toro Loco has another deadly weapon: his hands! Toro Loco is here and the first to die are the fucking lucky ones!
371759	It’s Christmas Day on a remote human colony and the Doctor is hiding from Christmas Carols and Comedy Antlers. But when a crashed spaceship calls upon the Doctor for help, he finds himself recruited into River Song’s squad and hurled into a fast and frantic chase across the galaxy. King Hydroflax (Greg Davies) is furious, and his giant Robot bodyguard is out-of-control and coming for them all! Will Nardole (Matt Lucas) survive? And when will River Song work out who the Doctor is? All will be revealed on a starliner full of galactic super-villains and a destination the Doctor has been avoiding for a very long time.
